"","yr","mo","dy","hr","dck","id","lat","lon","w","d"
"449782",2021,1,3,17,992,"WCE5063",41.6,288.6,5.7,40
"450433",2021,1,3,17,992,"WGAE",25.5,35.9,NA,NA
"450516",2021,1,3,17,992,"WDA7827",21.3,202.1,5.7,50
"450746",2021,1,3,17,992,"KAOU",-11.1,207,6.7,80
"456369",2021,1,3,18,992,"AMOUK05",53.7,359.7,NA,NA
"456492",2021,1,3,18,992,"WDG7520",48.7,237.5,6.2,150
"456829",2021,1,3,18,992,"WCE5063",41.6,288.6,4.1,50
"457545",2021,1,3,18,992,"WGAE",25.7,35.7,NA,NA
"457674",2021,1,3,18,992,"WDA7827",21.3,202.1,5.1,50
"457984",2021,1,3,18,992,"KAOU",-11.1,207.1,8.7,130
"457986",2021,1,3,18,992,"KAOU",-11.3,207,7.2,90
"463715",2021,1,3,19,992,"AMOUK05",53.7,359.7,NA,NA
"463817",2021,1,3,19,992,"WDG7520",48.7,237.5,7.7,140
"464141",2021,1,3,19,992,"WCE5063",41.6,288.6,6.2,30
"464768",2021,1,3,19,992,"WGAE",26,35.5,NA,NA
"464876",2021,1,3,19,992,"WDA7827",21.3,202.1,5.1,50
"465102",2021,1,3,19,992,"KAOU",-11.5,207.1,7.2,70
"470806",2021,1,3,20,992,"AMOUK05",53.7,359.7,NA,NA
"470909",2021,1,3,20,992,"WDG7520",48.7,237.5,6.7,160
"471224",2021,1,3,20,992,"WCE5063",41.6,288.6,5.1,20
"471821",2021,1,3,20,992,"WGAE",26.2,35.3,NA,NA
"471944",2021,1,3,20,992,"WDA7827",21.3,202.1,5.7,50
"472160",2021,1,3,20,992,"KAOU",-11.7,207.1,4.6,80
"477870",2021,1,3,21,992,"AMOUK05",53.6,359.9,NA,NA
"477967",2021,1,3,21,992,"WDG7520",48.7,237.5,8.2,170
"478288",2021,1,3,21,992,"WCE5063",41.6,288.6,6.2,20
"478964",2021,1,3,21,992,"WGAE",26.4,35.1,NA,NA
"479099",2021,1,3,21,992,"WDA7827",21.3,202.1,5.1,40
"479346",2021,1,3,21,992,"KAOU",-11.9,207.1,5.7,60
"485043",2021,1,3,22,992,"AMOUK05",53.5,0.3,NA,NA
"485137",2021,1,3,22,992,"WDG7520",48.7,237.5,5.1,160
"485451",2021,1,3,22,992,"WCE5063",41.6,288.6,4.6,20
"486054",2021,1,3,22,992,"WGAE",26.6,34.9,NA,NA
"486180",2021,1,3,22,992,"WDA7827",21.3,202.1,6.2,40
"486406",2021,1,3,22,992,"KAOU",-12,207.2,6.7,80
"492120",2021,1,3,23,992,"AMOUK05",53.4,0.8,NA,NA
"492213",2021,1,3,23,992,"WDG7520",48.7,237.5,5.1,130
"492515",2021,1,3,23,992,"WCE5063",41.6,288.6,7.2,20
"493107",2021,1,3,23,992,"WGAE",26.9,34.7,NA,NA
"493268",2021,1,3,23,992,"WDA7827",21.3,202.1,3.1,70
"493483",2021,1,3,23,992,"KAOU",-12.2,207.2,7.2,80
"499202",2021,1,4,0,992,"AMOUK05",53.2,1.2,NA,NA
"499289",2021,1,4,0,992,"WDG7520",48.7,237.5,6.2,120
"499628",2021,1,4,0,992,"WCE5063",41.6,288.6,6.7,10
"500317",2021,1,4,0,992,"WGAE",27.1,34.5,NA,NA
"500482",2021,1,4,0,992,"WDA7827",21.3,202.1,4.6,70
"500786",2021,1,4,0,992,"KAOU",-12.3,207.2,6.2,80
"500788",2021,1,4,0,992,"KAOU",-12.3,207.3,6.2,80
"506549",2021,1,4,1,992,"AMOUK05",52.9,1.6,NA,NA
"506616",2021,1,4,1,992,"WDG7520",48.7,237.5,3.1,140
"506935",2021,1,4,1,992,"WCE5063",41.6,288.6,8.2,10
"507536",2021,1,4,1,992,"WGAE",27.3,34.3,10.3,300
"507683",2021,1,4,1,992,"WDA7827",21.3,202.1,6.2,50
"507899",2021,1,4,1,992,"KAOU",-12.3,207.2,6.7,80
"513613",2021,1,4,2,992,"AMOUK05",52.7,2,NA,NA
"513672",2021,1,4,2,992,"WDG7520",48.7,237.5,3.1,130
"513988",2021,1,4,2,992,"WCE5063",41.6,288.6,8.7,361
"514619",2021,1,4,2,992,"WGAE",27.5,34.1,9.3,300
"514777",2021,1,4,2,992,"WDA7827",21.3,202.1,4.1,70
"515006",2021,1,4,2,992,"KAOU",-12.4,207.2,7.2,80
"520713",2021,1,4,3,992,"AMOUK05",52.6,2.4,NA,NA
"520776",2021,1,4,3,992,"WDG7520",48.7,237.5,2.6,110
"521092",2021,1,4,3,992,"WCE5063",41.6,288.6,7.2,10
"521659",2021,1,4,3,992,"WGAE",27.7,33.8,NA,NA
"521830",2021,1,4,3,992,"WDA7827",21.3,202.1,5.1,70
"522088",2021,1,4,3,992,"KAOU",-12.5,207.2,8.2,70
"527815",2021,1,4,4,992,"AMOUK05",52.4,2.8,NA,NA
"527884",2021,1,4,4,992,"WDG7520",48.7,237.5,2.6,130
"528205",2021,1,4,4,992,"WCE5063",41.6,288.6,6.2,20
"528794",2021,1,4,4,992,"WGAE",27.9,33.6,12.9,320
"528995",2021,1,4,4,992,"WDA7827",21.3,202.1,3.6,50
"529252",2021,1,4,4,992,"KAOU",-12.7,207.3,10.3,70
"534963",2021,1,4,5,992,"AMOUK05",52.2,3.2,NA,NA
"535019",2021,1,4,5,992,"WDG7520",48.7,237.5,2.1,90
"535331",2021,1,4,5,992,"WCE5063",41.6,288.6,8.2,20
"535858",2021,1,4,5,992,"WGAE",28.1,33.4,13.9,320
"536077",2021,1,4,5,992,"WDA7827",21.3,202.1,3.6,60
"536319",2021,1,4,5,992,"KAOU",-12.9,207.3,9.3,80
"542055",2021,1,4,6,992,"AMOUK05",52.1,3.7,NA,NA
"542123",2021,1,4,6,992,"WDG7520",48.7,237.5,3.1,40
"542469",2021,1,4,6,992,"WCE5063",41.6,288.6,7.2,361
"543048",2021,1,4,6,992,"WGAE",28.3,33.2,13.9,320
"543293",2021,1,4,6,992,"WDA7827",21.3,202.1,5.1,60
"543621",2021,1,4,6,992,"KAOU",-13.1,207.3,9.3,90
"549378",2021,1,4,7,992,"AMOUK05",52,4.1,NA,NA
"549440",2021,1,4,7,992,"WDG7520",48.7,237.5,1.5,180
"549753",2021,1,4,7,992,"WCE5063",41.6,288.6,6.2,360
"550250",2021,1,4,7,992,"WGAE",28.5,33,NA,NA
"550489",2021,1,4,7,992,"WDA7827",21.3,202.1,2.1,80
"550729",2021,1,4,7,992,"KAOU",-13.3,207.4,8.7,70
"556460",2021,1,4,8,992,"AMOUK05",51.9,4.1,NA,NA
"556517",2021,1,4,8,992,"WDG7520",48.7,237.5,1.5,110
"556823",2021,1,4,8,992,"WCE5063",41.6,288.6,8.2,361
"557311",2021,1,4,8,992,"WGAE",28.8,32.9,NA,NA
"557561",2021,1,4,8,992,"WDA7827",21.3,202.1,3.6,40
"557777",2021,1,4,8,992,"KAOU",-13.5,207.4,6.2,70
"563503",2021,1,4,9,992,"AMOUK05",51.9,4.1,NA,NA
"563552",2021,1,4,9,992,"WDG7520",48.7,237.5,2.1,90
"563867",2021,1,4,9,992,"WCE5063",41.6,288.6,6.2,340
"564360",2021,1,4,9,992,"WGAE",29.1,32.8,NA,NA
"564620",2021,1,4,9,992,"WDA7827",21.3,202.1,3.6,60
"564858",2021,1,4,9,992,"KAOU",-13.7,207.4,8.2,70
"570581",2021,1,4,10,992,"AMOUK05",52,4.1,NA,NA
"570635",2021,1,4,10,992,"WDG7520",48.7,237.5,3.1,30
"570946",2021,1,4,10,992,"WCE5063",41.6,288.6,8.2,350
"571397",2021,1,4,10,992,"WGAE",29.3,32.6,NA,NA
"571661",2021,1,4,10,992,"WDA7827",21.3,202.1,2.1,70
"571893",2021,1,4,10,992,"KAOU",-13.8,207.4,10.3,70
"577557",2021,1,4,11,992,"AMOUK05",51.9,4.2,NA,NA
"577620",2021,1,4,11,992,"WDG7520",48.7,237.5,3.6,70
"577934",2021,1,4,11,992,"WCE5063",41.6,288.6,6.2,340
"578384",2021,1,4,11,992,"WGAE",29.6,32.5,NA,NA
"578685",2021,1,4,11,992,"WDA7827",21.3,202.1,2.1,70
"578909",2021,1,4,11,992,"KAOU",-14,207.5,6.2,110
"584590",2021,1,4,12,992,"AMOUK05",51.9,4.3,NA,NA
"584659",2021,1,4,12,992,"WDG7520",48.7,237.5,5.7,120
"585007",2021,1,4,12,992,"WCE5063",41.6,288.6,8.2,350
"585495",2021,1,4,12,992,"WGAE",29.8,32.5,NA,NA
"585852",2021,1,4,12,992,"WDA7827",21.3,202.1,0.5,80
"586149",2021,1,4,12,992,"KAOU",-14.1,207.5,12.3,130
"586151",2021,1,4,12,992,"KAOU",-14.2,207.5,2.1,110
"591803",2021,1,4,13,992,"AMOUK05",51.9,4.3,NA,NA
"591863",2021,1,4,13,992,"WDG7520",48.7,237.5,8.2,130
"592177",2021,1,4,13,992,"WCE5063",41.6,288.6,6.7,360
"592607",2021,1,4,13,992,"WGAE",29.8,32.5,NA,NA
"592922",2021,1,4,13,992,"WDA7827",21.3,202.1,1.5,130
"593145",2021,1,4,13,992,"KAOU",-14.4,207.5,8.7,150
"598795",2021,1,4,14,992,"AMOUK05",51.9,4.3,NA,NA
"598857",2021,1,4,14,992,"WDG7520",48.7,237.5,6.7,130
"599172",2021,1,4,14,992,"WCE5063",41.6,288.6,6.7,360
"599600",2021,1,4,14,992,"WGAE",29.8,32.5,NA,NA
"599903",2021,1,4,14,992,"WDA7827",21.3,202.1,0.5,50
"600130",2021,1,4,14,992,"KAOU",-14.6,207.5,18.5,40
"605804",2021,1,4,15,992,"AMOUK05",51.9,4.3,NA,NA
"605859",2021,1,4,15,992,"WDG7520",48.7,237.5,7.2,140
"606172",2021,1,4,15,992,"WCE5063",41.6,288.6,8.2,350
"606603",2021,1,4,15,992,"WGAE",29.8,32.5,NA,NA
"606919",2021,1,4,15,992,"WDA7827",21.3,202.1,1,70
"607194",2021,1,4,15,992,"KAOU",-14.7,207.6,20.6,90
"612879",2021,1,4,16,992,"AMOUK05",51.9,4.3,NA,NA
"612943",2021,1,4,16,992,"WDG7520",48.7,237.5,7.7,140
"613269",2021,1,4,16,992,"WCE5063",41.6,288.6,7.7,350
"613680",2021,1,4,16,992,"WGAE",29.8,32.5,NA,NA
"613980",2021,1,4,16,992,"WDA7827",21.3,202.1,2.1,40
"614214",2021,1,4,16,992,"KAOU",-14.9,207.6,17,60
"619955",2021,1,4,17,992,"AMOUK05",51.9,4.3,NA,NA
"620010",2021,1,4,17,992,"WDG7520",48.7,237.5,10.3,130
"620340",2021,1,4,17,992,"WCE5063",41.6,288.6,7.2,360
"620826",2021,1,4,17,992,"WGAE",29.8,32.5,NA,NA
"621138",2021,1,4,17,992,"WDA7827",21.3,202.1,3.1,50
"621372",2021,1,4,17,992,"KAOU",-15.1,207.6,17.5,60
"627178",2021,1,4,18,992,"AMOUK05",51.9,4.3,NA,NA
"627248",2021,1,4,18,992,"WDG7520",48.7,237.5,6.7,190
"627605",2021,1,4,18,992,"WCE5063",41.6,288.6,7.2,361
"628146",2021,1,4,18,992,"WGAE",29.8,32.5,NA,NA
"628504",2021,1,4,18,992,"WDA7827",21.3,202.1,1,350
"628814",2021,1,4,18,992,"KAOU",-15.1,207.7,15.4,70
"628816",2021,1,4,18,992,"KAOU",-15.3,207.7,16.5,60
"634681",2021,1,4,19,992,"AMOUK05",51.9,4.3,NA,NA
"634740",2021,1,4,19,992,"WDG7520",48.7,237.5,4.1,190
"635073",2021,1,4,19,992,"WCE5063",41.6,288.6,7.7,350
"635546",2021,1,4,19,992,"WGAE",29.8,32.5,NA,NA
"635863",2021,1,4,19,992,"WDA7827",21.3,202.1,1.5,50
"636104",2021,1,4,19,992,"KAOU",-15.5,207.7,19,50
"641966",2021,1,4,20,992,"AMOUK05",51.9,4.3,NA,NA
"642023",2021,1,4,20,992,"WDG7520",48.7,237.5,1.5,190
"642359",2021,1,4,20,992,"WCE5063",41.6,288.6,7.2,361
"642832",2021,1,4,20,992,"WGAE",29.8,32.5,NA,NA
"643161",2021,1,4,20,992,"WDA7827",21.3,202.1,4.6,50
"643391",2021,1,4,20,992,"KAOU",-15.7,207.7,15.4,50
"649249",2021,1,4,21,992,"AMOUK05",51.9,4.3,NA,NA
"649302",2021,1,4,21,992,"WDG7520",48.7,237.5,2.6,160
"649624",2021,1,4,21,992,"WCE5063",41.6,288.6,5.1,361
"650129",2021,1,4,21,992,"WGAE",29.8,32.5,NA,NA
"650439",2021,1,4,21,992,"WDA7827",21.3,202.1,3.6,60
"650687",2021,1,4,21,992,"KAOU",-15.9,207.7,14.4,50
"656528",2021,1,4,22,992,"AMOUK05",51.9,4.3,NA,NA
"656579",2021,1,4,22,992,"WDG7520",48.7,237.5,2.1,170
"656912",2021,1,4,22,992,"WCE5063",41.6,288.6,2.6,340
"657412",2021,1,4,22,992,"WGAE",29.8,32.5,NA,NA
"657726",2021,1,4,22,992,"WDA7827",21.3,202.1,5.1,40
"657970",2021,1,4,22,992,"KAOU",-16,207.8,14.4,60
"663723",2021,1,4,23,992,"AMOUK05",51.9,4.3,NA,NA
"663784",2021,1,4,23,992,"WDG7520",48.7,237.5,4.1,160
"664101",2021,1,4,23,992,"WCE5063",41.6,288.6,4.1,340
"664536",2021,1,4,23,992,"WGAE",29.8,32.5,NA,NA
"664846",2021,1,4,23,992,"WDA7827",21.3,202.1,4.1,40
"665075",2021,1,4,23,992,"KAOU",-16.2,207.8,11.3,50
"670862",2021,1,5,0,992,"AMOUK05",51.9,4.3,NA,NA
"670927",2021,1,5,0,992,"WDG7520",48.7,237.5,3.6,150
"671282",2021,1,5,0,992,"WCE5063",41.6,288.6,6.2,10
"671783",2021,1,5,0,992,"WGAE",29.8,32.5,NA,NA
"672140",2021,1,5,0,992,"WDA7827",21.3,202.1,4.6,50
"672439",2021,1,5,0,992,"KAOU",-16.4,207.8,11.8,80
"672441",2021,1,5,0,992,"KAOU",-16.4,207.9,11.3,100
"678196",2021,1,5,1,992,"AMOUK05",51.9,4.3,NA,NA
"678249",2021,1,5,1,992,"WDG7520",48.7,237.5,3.1,180
"678571",2021,1,5,1,992,"WCE5063",41.6,288.6,4.1,10
"679018",2021,1,5,1,992,"WGAE",29.8,32.5,NA,NA
"679317",2021,1,5,1,992,"WDA7827",21.3,202.1,4.6,70
"679561",2021,1,5,1,992,"KAOU",-16.6,207.9,9.8,70
"685288",2021,1,5,2,992,"AMOUK05",51.9,4.3,NA,NA
"685343",2021,1,5,2,992,"WDG7520",48.7,237.5,4.1,210
"685660",2021,1,5,2,992,"WCE5063",41.6,288.6,5.1,10
"686086",2021,1,5,2,992,"WGAE",29.8,32.5,NA,NA
"686391",2021,1,5,2,992,"WDA7827",21.3,202.1,6.2,50
"686618",2021,1,5,2,992,"KAOU",-16.8,207.9,11.3,70
"692319",2021,1,5,3,992,"AMOUK05",51.9,4.3,NA,NA
"692369",2021,1,5,3,992,"WDG7520",48.7,237.5,5.1,160
"692688",2021,1,5,3,992,"WCE5063",41.6,288.6,4.1,340
"693110",2021,1,5,3,992,"WGAE",29.8,32.5,NA,NA
"693427",2021,1,5,3,992,"WDA7827",21.3,202.1,5.1,50
"693691",2021,1,5,3,992,"KAOU",-17,207.9,9.8,70
"699400",2021,1,5,4,992,"AMOUK05",51.9,4.3,NA,NA
"699455",2021,1,5,4,992,"WDG7520",48.7,237.5,3.1,170
"699773",2021,1,5,4,992,"WCE5063",41.6,288.6,3.1,340
"700194",2021,1,5,4,992,"WGAE",29.8,32.5,NA,NA
"700511",2021,1,5,4,992,"WDA7827",21.3,202.1,4.1,50
"700772",2021,1,5,4,992,"KAOU",-17.2,207.9,11.8,60
"706495",2021,1,5,5,992,"AMOUK05",51.9,4.3,NA,NA
"706548",2021,1,5,5,992,"WDG7520",48.7,237.5,3.6,200
"706865",2021,1,5,5,992,"WCE5063",41.6,288.6,4.1,340
"707290",2021,1,5,5,992,"WGAE",29.8,32.5,NA,NA
"707606",2021,1,5,5,992,"WDA7827",21.3,202.1,2.1,80
"707850",2021,1,5,5,992,"KAOU",-17.4,207.9,14.4,80
"713586",2021,1,5,6,992,"AMOUK05",51.9,4.3,NA,NA
"713649",2021,1,5,6,992,"WDG7520",48.7,237.5,4.6,170
"713999",2021,1,5,6,992,"WCE5063",41.6,288.6,4.6,350
"714476",2021,1,5,6,992,"WGAE",29.9,32.5,NA,NA
"714845",2021,1,5,6,992,"WDA7827",21.3,202.1,2.1,30
"715187",2021,1,5,6,992,"KAOU",-17.4,208,10.3,100
"715189",2021,1,5,6,992,"KAOU",-17.6,207.9,8.7,70
"720960",2021,1,5,7,992,"AMOUK05",51.9,4.3,NA,NA
"721011",2021,1,5,7,992,"WDG7520",48.7,237.5,4.1,180
"721331",2021,1,5,7,992,"WCE5063",41.6,288.6,5.1,360
"721758",2021,1,5,7,992,"WGAE",30,32.5,NA,NA
"722081",2021,1,5,7,992,"WDA7827",21.3,202.1,4.6,70
"722312",2021,1,5,7,992,"KAOU",-17.8,208,8.7,40
"728056",2021,1,5,8,992,"AMOUK05",51.9,4.3,NA,NA
"728112",2021,1,5,8,992,"WDG7520",48.7,237.5,3.6,150
"728423",2021,1,5,8,992,"WCE5063",41.6,288.6,3.6,340
"728817",2021,1,5,8,992,"WGAE",30.2,32.5,NA,NA
"729163",2021,1,5,8,992,"WDA7827",21.3,202.1,4.6,50
"729387",2021,1,5,8,992,"KAOU",-18,208,6.2,60
"735150",2021,1,5,9,992,"AMOUK05",51.9,4.3,NA,NA
"735201",2021,1,5,9,992,"WDG7520",48.7,237.5,4.1,170
"735516",2021,1,5,9,992,"WCE5063",41.6,288.6,3.6,340
"735908",2021,1,5,9,992,"WGAE",30.3,32.4,NA,NA
"736249",2021,1,5,9,992,"WDA7827",21.3,202.1,1.5,60
"736506",2021,1,5,9,992,"KAOU",-18.1,208,4.6,80
"742249",2021,1,5,10,992,"AMOUK05",51.9,4.3,NA,NA
"742303",2021,1,5,10,992,"WDG7520",48.7,237.5,4.1,160
"742613",2021,1,5,10,992,"WCE5063",41.6,288.6,3.1,10
"742990",2021,1,5,10,992,"WGAE",30.4,32.3,NA,NA
"743333",2021,1,5,10,992,"WDA7827",21.3,202.1,2.6,70
"743569",2021,1,5,10,992,"KAOU",-18.3,208,6.2,60
"749248",2021,1,5,11,992,"AMOUK05",51.9,4.3,NA,NA
"749306",2021,1,5,11,992,"WDG7520",48.7,237.5,1.5,140
"749613",2021,1,5,11,992,"WCE5063",41.6,288.6,5.7,350
"749987",2021,1,5,11,992,"WGAE",30.5,32.3,NA,NA
"750353",2021,1,5,11,992,"WDA7827",21.3,202.1,1.5,90
"750592",2021,1,5,11,992,"KAOU",-18.5,208,3.6,80
"756307",2021,1,5,12,992,"AMOUK05",51.9,4.3,NA,NA
"756373",2021,1,5,12,992,"WDG7520",48.7,237.5,2.1,150
"756724",2021,1,5,12,992,"WCE5063",41.6,288.6,4.6,350
"757145",2021,1,5,12,992,"WGAE",30.7,32.3,NA,NA
"757566",2021,1,5,12,992,"WDA7827",21.3,202.1,2.6,60
"757892",2021,1,5,12,992,"KAOU",-18.7,208,4.1,70
"757894",2021,1,5,12,992,"KAOU",-18.7,208.1,5.1,140
"763616",2021,1,5,13,992,"AMOUK05",51.9,4.3,NA,NA
"763665",2021,1,5,13,992,"WDG7520",48.7,237.5,2.6,140
"763986",2021,1,5,13,992,"WCE5063",41.6,288.6,4.1,350
"764340",2021,1,5,13,992,"WGAE",30.8,32.3,NA,NA
"764720",2021,1,5,13,992,"WDA7827",21.3,202.1,3.6,60
"764954",2021,1,5,13,992,"KAOU",-18.9,208.1,6.2,100
"770638",2021,1,5,14,992,"AMOUK05",51.9,4.3,NA,NA
"770691",2021,1,5,14,992,"WDG7520",48.7,237.5,2.1,120
"771003",2021,1,5,14,992,"WCE5063",41.6,288.6,4.6,330
"771744",2021,1,5,14,992,"WDA7827",21.3,202.1,1.5,90
"771974",2021,1,5,14,992,"KAOU",-19.1,208.1,4.6,110
"777689",2021,1,5,15,992,"AMOUK05",51.9,4.3,NA,NA
"778070",2021,1,5,15,992,"WCE5063",41.6,288.6,3.6,360
"778481",2021,1,5,15,992,"WGAE",31.1,32.3,NA,NA
"778883",2021,1,5,15,992,"WDA7827",21.3,202.1,1,30
"779165",2021,1,5,15,992,"KAOU",-19.3,208.1,5.7,100
"784860",2021,1,5,16,992,"AMOUK05",51.9,4.3,NA,NA
"785225",2021,1,5,16,992,"WCE5063",41.6,288.6,7.2,361
"785572",2021,1,5,16,992,"WGAE",31.3,32.3,NA,NA
"785964",2021,1,5,16,992,"WDA7827",21.3,202.1,2.1,10
"786204",2021,1,5,16,992,"KAOU",-19.5,208.1,9.3,90
"791927",2021,1,5,17,992,"AMOUK05",51.9,4.3,NA,NA
"792298",2021,1,5,17,992,"WCE5063",41.6,288.6,7.2,350
"792648",2021,1,5,17,992,"WGAE",31.5,32.4,NA,NA
"793039",2021,1,5,17,992,"WDA7827",21.3,202.1,2.1,10
"793289",2021,1,5,17,992,"KAOU",-19.7,208.1,9.3,80
"799039",2021,1,5,18,992,"AMOUK05",51.9,4.3,NA,NA
"799447",2021,1,5,18,992,"WCE5063",41.6,288.6,7.2,20
"799853",2021,1,5,18,992,"WGAE",31.7,32.5,NA,NA
"800306",2021,1,5,18,992,"WDA7827",21.3,202.1,1,310
"800629",2021,1,5,18,992,"KAOU",-19.9,208.1,10.8,80
"806434",2021,1,5,19,992,"AMOUK05",51.9,4.3,NA,NA
"806809",2021,1,5,19,992,"WCE5063",41.6,288.6,8.2,10
"807544",2021,1,5,19,992,"WDA7827",21.3,202.1,1,50
"807782",2021,1,5,19,992,"KAOU",-20.1,208.2,9.3,80
"813558",2021,1,5,20,992,"AMOUK05",51.9,4.3,NA,NA
"813932",2021,1,5,20,992,"WCE5063",41.6,288.6,7.7,361
"814272",2021,1,5,20,992,"WGAE",32,32,NA,NA
"814670",2021,1,5,20,992,"WDA7827",21.3,202.1,2.1,50
"814901",2021,1,5,20,992,"KAOU",-20.2,208.2,8.7,80
"821038",2021,1,5,21,992,"WCE5063",41.6,288.6,5.7,340
"821387",2021,1,5,21,992,"WGAE",32.1,31.7,NA,NA
"821778",2021,1,5,21,992,"WDA7827",21.3,202.1,4.1,40
"822039",2021,1,5,21,992,"KAOU",-20.4,208.2,9.3,90
"827757",2021,1,5,22,992,"AMOUK05",51.9,4.3,NA,NA
"828142",2021,1,5,22,992,"WCE5063",41.6,288.6,4.1,10
"828485",2021,1,5,22,992,"WGAE",32.3,31.4,NA,NA
"828873",2021,1,5,22,992,"WDA7827",21.3,202.1,3.6,70
"829120",2021,1,5,22,992,"KAOU",-20.6,208.2,9.3,80
"834769",2021,1,5,23,992,"AMOUK05",51.9,4.3,NA,NA
"835137",2021,1,5,23,992,"WCE5063",41.6,288.6,6.2,350
"835473",2021,1,5,23,992,"WGAE",32.4,31,NA,NA
"835883",2021,1,5,23,992,"WDA7827",21.3,202.1,2.6,60
"836120",2021,1,5,23,992,"KAOU",-20.7,208.2,6.2,70
"841693",2021,1,6,0,992,"AMOUK05",51.9,4.3,NA,NA
"841983",2021,1,6,0,992,"WCE5063",41.6,288.6,7.2,360
"842260",2021,1,6,0,992,"WGAE",32.5,30.7,NA,NA
"842608",2021,1,6,0,992,"WDA7827",21.3,202.1,3.1,80
"842794",2021,1,6,0,992,"KAOU",-20.7,208.3,7.7,90
"842795",2021,1,6,0,992,"KAOU",-20.8,208.2,9.3,80
"847727",2021,1,6,1,992,"AMOUK05",51.9,4.3,NA,NA
"848038",2021,1,6,1,992,"WCE5063",41.6,288.6,5.1,340
"848366",2021,1,6,1,992,"WGAE",32.5,30.4,4.1,60
"848729",2021,1,6,1,992,"WDA7827",21.3,202.1,3.1,70
"848870",2021,1,6,1,992,"KAOU",-21,208.2,8.7,70
"853921",2021,1,6,2,992,"AMOUK05",51.9,4.3,NA,NA
"854231",2021,1,6,2,992,"WCE5063",41.6,288.6,5.1,361
"854493",2021,1,6,2,992,"WGAE",32.6,30,4.1,60
"854843",2021,1,6,2,992,"WDA7827",21.3,202.1,5.1,50
"854987",2021,1,6,2,992,"KAOU",-21.2,208.3,9.3,80
"860008",2021,1,6,3,992,"AMOUK05",51.9,4.3,NA,NA
"860307",2021,1,6,3,992,"WCE5063",41.6,288.6,7.2,340
"860569",2021,1,6,3,992,"WGAE",32.7,29.7,NA,NA
"860933",2021,1,6,3,992,"WDA7827",21.3,202.1,4.6,50
"861098",2021,1,6,3,992,"KAOU",-21.4,208.3,8.7,80
"866108",2021,1,6,4,992,"AMOUK05",51.9,4.3,NA,NA
"866410",2021,1,6,4,992,"WCE5063",41.6,288.6,4.6,350
"866668",2021,1,6,4,992,"WGAE",32.8,29.4,NA,NA
"867032",2021,1,6,4,992,"WDA7827",21.3,202.1,5.1,60
"867185",2021,1,6,4,992,"KAOU",-21.5,208.3,7.7,80
"872215",2021,1,6,5,992,"AMOUK05",51.9,4.3,NA,NA
"872519",2021,1,6,5,992,"WCE5063",41.6,288.6,4.6,320
"872773",2021,1,6,5,992,"WGAE",32.8,29,NA,NA
"873137",2021,1,6,5,992,"WDA7827",21.3,202.1,2.6,80
"873284",2021,1,6,5,992,"KAOU",-21.7,208.3,6.2,90
"878303",2021,1,6,6,992,"AMOUK05",51.9,4.3,NA,NA
"878636",2021,1,6,6,992,"WCE5063",41.6,288.6,4.6,340
"878912",2021,1,6,6,992,"WGAE",32.9,28.7,7.7,50
"879304",2021,1,6,6,992,"WDA7827",21.3,202.1,3.1,50
"879500",2021,1,6,6,992,"KAOU",-21.7,208.4,6.7,100
"879501",2021,1,6,6,992,"KAOU",-21.9,208.3,7.7,80
"884536",2021,1,6,7,992,"AMOUK05",51.9,4.3,NA,NA
"884845",2021,1,6,7,992,"WCE5063",41.6,288.6,4.1,340
"885096",2021,1,6,7,992,"WGAE",33,28.4,NA,NA
"885462",2021,1,6,7,992,"WDA7827",21.3,202.1,2.6,60
"885608",2021,1,6,7,992,"KAOU",-22.1,208.4,8.7,80
"890644",2021,1,6,8,992,"AMOUK05",51.9,4.3,NA,NA
"890943",2021,1,6,8,992,"WCE5063",41.6,288.6,4.1,340
"891193",2021,1,6,8,992,"WGAE",33.1,28,NA,NA
"891565",2021,1,6,8,992,"WDA7827",21.3,202.1,4.1,40
"891706",2021,1,6,8,992,"KAOU",-22.3,208.4,7.7,80
"896719",2021,1,6,9,992,"AMOUK05",51.9,4.3,NA,NA
"897014",2021,1,6,9,992,"WCE5063",41.6,288.6,3.6,350
"897258",2021,1,6,9,992,"WGAE",33.2,27.6,NA,NA
"897629",2021,1,6,9,992,"WDA7827",21.3,202.1,3.6,50
"897794",2021,1,6,9,992,"KAOU",-22.5,208.4,6.7,80
"902785",2021,1,6,10,992,"AMOUK05",51.9,4.3,NA,NA
"903084",2021,1,6,10,992,"WCE5063",41.6,288.6,2.6,330
"903331",2021,1,6,10,992,"WGAE",33.3,27.3,NA,NA
"903694",2021,1,6,10,992,"WDA7827",21.3,202.1,2.6,40
"903843",2021,1,6,10,992,"KAOU",-22.7,208.4,6.2,90
"908802",2021,1,6,11,992,"AMOUK05",51.9,4.3,NA,NA
"909107",2021,1,6,11,992,"WCE5063",41.6,288.6,3.1,320
"909352",2021,1,6,11,992,"WGAE",33.4,26.9,NA,NA
"909720",2021,1,6,11,992,"WDA7827",21.3,202.1,1.5,50
"909860",2021,1,6,11,992,"KAOU",-22.9,208.5,6.7,90
"914810",2021,1,6,12,992,"AMOUK05",51.9,4.3,NA,NA
"915146",2021,1,6,12,992,"WCE5063",41.6,288.6,2.1,340
"915413",2021,1,6,12,992,"WGAE",33.4,26.5,NA,NA
"915812",2021,1,6,12,992,"WDA7827",21.3,202.1,3.1,20
"916001",2021,1,6,12,992,"KAOU",-23.1,208.5,6.7,90
