"uid","yr","mo","dy","hr","lon","lat","dck","sid","pt","id","sst","at","w","d","slp","n","date.flag","date","local","samp.flag","id.class","date.var","vs","ds","vsi","dsi","lon2","join.id","primary.id","id.tidy"
"72410","020A5F",1878,8,12,14,-37.5,-16.5,192,1,0,"01207009",24.8,24.9,9.3,68,1020.6,6,0,1878-08-12 14:00:00,1878-08-12 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-37.5,"01207009","01207009",NA
"72436","020ADJ",1878,8,13,14,-37.5,-18.5,192,1,0,"01207009",23.2,22.8,6.7,113,1023.9,7,0,1878-08-13 14:00:00,1878-08-13 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-37.5,"01207009","01207009",NA
"72461","020ALR",1878,8,14,14,-37.5,-21.5,192,1,0,"01207009",23.8,24.8,6.7,45,1022.9,4,0,1878-08-14 14:00:00,1878-08-14 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-37.5,"01207009","01207009",NA
"72486","020ATY",1878,8,15,15,-38.5,-22.5,192,1,0,"01207009",22.6,21.2,15.4,203,1021.9,7,0,1878-08-15 15:00:00,1878-08-15 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-38.5,"01207009","01207009",NA
"72508","020B15",1878,8,16,15,-38.5,-23.5,192,1,0,"01207009",22.5,20.5,2.6,180,1021.9,2,0,1878-08-16 15:00:00,1878-08-16 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-38.5,"01207009","01207009",NA
"72530","020B8J",1878,8,17,14,-37.5,-23.5,192,1,0,"01207009",21.8,18.6,2.6,248,1020,8,0,1878-08-17 14:00:00,1878-08-17 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-37.5,"01207009","01207009",NA
"72552","020BH0",1878,8,18,14,-37.5,-24.5,192,1,0,"01207009",22.2,20.1,12.3,180,1024,3,0,1878-08-18 14:00:00,1878-08-18 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-37.5,"01207009","01207009",NA
"72574","020BPM",1878,8,19,15,-39.5,-25.5,192,1,0,"01207009",21,20,6.7,135,1024.8,2,0,1878-08-19 15:00:00,1878-08-19 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-39.5,"01207009","01207009",NA
"72598","020BXM",1878,8,20,15,-41.5,-26.5,192,1,0,"01207009",21.5,22.3,4.6,45,1021.6,2,0,1878-08-20 15:00:00,1878-08-20 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-41.5,"01207009","01207009",NA
"72623","020C5Q",1878,8,21,15,-43.5,-28.5,192,1,0,"01207009",19,21.2,4.6,248,1020.7,8,0,1878-08-21 15:00:00,1878-08-21 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-43.5,"01207009","01207009",NA
"72648","020CDV",1878,8,22,15,-44.5,-29.5,192,1,0,"01207009",19.7,20.6,6.7,68,1018.9,0,0,1878-08-22 15:00:00,1878-08-22 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-44.5,"01207009","01207009",NA
"72674","020CMF",1878,8,23,15,-46.5,-31.5,192,1,0,"01207009",20.6,20.8,12.3,225,1013.2,8,0,1878-08-23 15:00:00,1878-08-23 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-46.5,"01207009","01207009",NA
"72700","020CV3",1878,8,24,15,-46.5,-31.5,192,1,0,"01207009",20.3,17.8,12.3,180,1022.1,7,0,1878-08-24 15:00:00,1878-08-24 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-46.5,"01207009","01207009",NA
"72724","020D3N",1878,8,25,15,-48.5,-33.5,192,1,0,"01207009",17.8,15,12.3,135,1026.4,8,0,1878-08-25 15:00:00,1878-08-25 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-48.5,"01207009","01207009",NA
"72749","020DC2",1878,8,26,15,-49.5,-33.5,192,1,0,"01207009",16.4,12.8,19,158,1027.8,8,0,1878-08-26 15:00:00,1878-08-26 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-49.5,"01207009","01207009",NA
"72775","020DK5",1878,8,27,15,-51.5,-35.5,192,1,0,"01207009",16.2,12.4,12.3,135,1033.5,5,0,1878-08-27 15:00:00,1878-08-27 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-51.5,"01207009","01207009",NA
"72799","020DSC",1878,8,28,15,-52.5,-35.5,192,1,0,"01207009",13.3,12.5,6.7,90,1036.6,7,0,1878-08-28 15:00:00,1878-08-28 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-52.5,"01207009","01207009",NA
"72827","020E0Y",1878,8,29,16,-53.5,-37.5,192,1,0,"01207009",9.5,11.5,4.6,315,1032.7,6,0,1878-08-29 16:00:00,1878-08-29 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-53.5,"01207009","01207009",NA
"72854","020E8U",1878,8,30,16,-55.5,-39.5,192,1,0,"01207009",7.8,9.7,4.6,248,1021.5,0,0,1878-08-30 16:00:00,1878-08-30 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-55.5,"01207009","01207009",NA
"72881","020EH4",1878,8,31,16,-56.5,-39.5,192,1,0,"01207009",7.8,9.2,6.7,338,1021.9,5,0,1878-08-31 16:00:00,1878-08-31 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-56.5,"01207009","01207009",NA
"72909","020EPE",1878,9,1,16,-59.5,-41.5,192,1,0,"01207009",8.3,9.5,9.3,293,1013.1,8,0,1878-09-01 16:00:00,1878-09-01 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-59.5,"01207009","01207009",NA
"72936","020EX3",1878,9,2,16,-60.5,-43.5,192,1,0,"01207009",8,10,12.3,293,1004.4,2,0,1878-09-02 16:00:00,1878-09-02 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-60.5,"01207009","01207009",NA
"72963","020F4I",1878,9,3,16,-63.5,-44.5,192,1,0,"01207009",6.2,8.8,12.3,248,996.6,7,0,1878-09-03 16:00:00,1878-09-03 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-63.5,"01207009","01207009",NA
"72990","020FBQ",1878,9,4,16,-61.5,-45.5,192,1,0,"01207009",6.2,8.8,22.6,225,996.7,7,0,1878-09-04 16:00:00,1878-09-04 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-61.5,"01207009","01207009",NA
"73017","020FIR",1878,9,5,16,-61.5,-44.5,192,1,0,"01207009",7,8.7,15.4,225,1011.4,6,0,1878-09-05 16:00:00,1878-09-05 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-61.5,"01207009","01207009",NA
"73045","020FQC",1878,9,6,16,-61.5,-45.5,192,1,0,"01207009",6.6,8.6,9.3,248,1013.1,0,0,1878-09-06 16:00:00,1878-09-06 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-61.5,"01207009","01207009",NA
"73074","020FXX",1878,9,7,16,-63.5,-46.5,192,1,0,"01207009",8.6,10.3,9.3,293,1008,7,0,1878-09-07 16:00:00,1878-09-07 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-63.5,"01207009","01207009",NA
"73102","020G4J",1878,9,8,16,-64.5,-48.5,192,1,0,"01207009",6.2,7.8,9.3,293,995,7,0,1878-09-08 16:00:00,1878-09-08 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-64.5,"01207009","01207009",NA
"73130","020GAV",1878,9,9,16,-64.5,-50.5,192,10,0,"01207009",5,5.8,12.3,113,995.9,8,0,1878-09-09 16:00:00,1878-09-09 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-64.5,"01207009","01207009",NA
"uid","yr","mo","dy","hr","lon","lat","dck","sid","pt","id","sst","at","w","d","slp","n","date.flag","date","local","samp.flag","id.class","date.var","vs","ds","vsi","dsi","lon2","join.id","primary.id","id.tidy"
"68915","01ZJXE",1878,4,3,16,-58.5,-41.5,192,1,0,"01207012",14.9,13.2,4.6,135,1025.5,4,0,1878-04-03 16:00:00,1878-04-03 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-58.5,"01207012","01207012",NA
"68938","01ZK3S",1878,4,4,16,-59.5,-41.5,192,1,0,"01207012",14.4,12.8,0,361,1021.1,8,0,1878-04-04 16:00:00,1878-04-04 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-59.5,"01207012","01207012",NA
"68961","01ZKAL",1878,4,5,16,-60.5,-43.5,192,1,0,"01207012",13.8,10,9.3,135,1025.3,8,0,1878-04-05 16:00:00,1878-04-05 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-60.5,"01207012","01207012",NA
"68981","01ZKHA",1878,4,6,16,-60.5,-43.5,192,1,0,"01207012",14,10.9,1,293,1022.4,8,0,1878-04-06 16:00:00,1878-04-06 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-60.5,"01207012","01207012",NA
"69001","01ZKO9",1878,4,7,16,-61.5,-45.5,192,1,0,"01207012",12.3,11.8,19,203,1004.7,6,0,1878-04-07 16:00:00,1878-04-07 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-61.5,"01207012","01207012",NA
"69021","01ZKV3",1878,4,8,16,-60.5,-45.5,192,1,0,"01207012",11.4,9.5,9.3,225,1015.4,7,0,1878-04-08 16:00:00,1878-04-08 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-60.5,"01207012","01207012",NA
"69040","01ZL2H",1878,4,9,16,-60.5,-46.5,192,1,0,"01207012",10.7,13.3,4.6,248,1010.7,0,0,1878-04-09 16:00:00,1878-04-09 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-60.5,"01207012","01207012",NA
"69062","01ZLA7",1878,4,10,16,-61.5,-47.5,192,1,0,"01207012",11.9,16.7,4.6,338,1004.7,0,0,1878-04-10 16:00:00,1878-04-10 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-61.5,"01207012","01207012",NA
"69086","01ZLHK",1878,4,11,16,-63.5,-48.5,192,1,0,"01207012",11.3,13.8,1,68,1004.6,5,0,1878-04-11 16:00:00,1878-04-11 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-63.5,"01207012","01207012",NA
"69110","01ZLPE",1878,4,12,16,-64.5,-49.5,192,1,0,"01207012",9.2,11.9,12.3,270,998.9,1,0,1878-04-12 16:00:00,1878-04-12 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-64.5,"01207012","01207012",NA
"69136","01ZLX2",1878,4,13,16,-64.5,-50.5,192,10,0,"01207012",8.6,9.7,6.7,248,999.9,1,0,1878-04-13 16:00:00,1878-04-13 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-64.5,"01207012","01207012",NA
"69162","01ZM4X",1878,4,14,16,-65.5,-52.5,192,10,0,"01207012",8.4,11,15.4,360,985.1,4,0,1878-04-14 16:00:00,1878-04-14 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-65.5,"01207012","01207012",NA
"69189","01ZMCR",1878,4,15,16,-64.5,-53.5,192,10,0,"01207012",7.4,5.5,9.3,225,975.4,8,0,1878-04-15 16:00:00,1878-04-15 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-64.5,"01207012","01207012",NA
"69217","01ZMKA",1878,4,16,16,-63.5,-55.5,192,10,0,"01207012",6.6,5.2,6.7,23,975.3,7,0,1878-04-16 16:00:00,1878-04-16 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-63.5,"01207012","01207012",NA
"69244","01ZMRY",1878,4,17,16,-64.5,-55.5,192,10,0,"01207012",5.2,6,1,68,979.7,1,0,1878-04-17 16:00:00,1878-04-17 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-64.5,"01207012","01207012",NA
"69270","01ZMZE",1878,4,18,16,-66.5,-56.5,192,10,0,"01207012",7.8,7.3,6.7,113,986.6,8,0,1878-04-18 16:00:00,1878-04-18 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-66.5,"01207012","01207012",NA
"69298","01ZN7H",1878,4,19,17,-70.5,-56.5,192,1,0,"0120",6.4,3.4,15.4,203,997.1,7,0,1878-04-19 17:00:00,1878-04-19 12:00:00,"L","invalid","local",NA,NA,NA,NA,-70.5,NA,"01207012","01207012"
"69325","01ZNEY",1878,4,20,17,-73.5,-55.5,192,1,0,"0120",NA,5.7,15.4,248,1005.7,5,0,1878-04-20 17:00:00,1878-04-20 12:00:00,"L","invalid","local",NA,NA,NA,NA,-73.5,NA,"01207012","01207012"
"69352","01ZNLP",1878,4,21,17,-73.5,-55.5,192,1,0,"0120",7.1,6,12.3,248,1005,7,0,1878-04-21 17:00:00,1878-04-21 12:00:00,"L","invalid","local",NA,NA,NA,NA,-73.5,NA,"01207012","01207012"
"69378","01ZNSD",1878,4,22,17,-72.5,-56.5,192,1,0,"0120",7,4.4,19,248,992,NA,0,1878-04-22 17:00:00,1878-04-22 12:00:00,"L","invalid","local",NA,NA,NA,NA,-72.5,NA,"01207012","01207012"
"69403","01ZNZB",1878,4,23,17,-71.5,-56.5,192,1,0,"0120",6.2,4.7,15.4,270,990,8,0,1878-04-23 17:00:00,1878-04-23 12:00:00,"L","invalid","local",NA,NA,NA,NA,-71.5,NA,"01207012","01207012"
"69433","01ZO6A",1878,4,24,17,-72.5,-56.5,192,1,0,"0120",6.8,2.9,4.6,248,996.7,8,0,1878-04-24 17:00:00,1878-04-24 12:00:00,"L","invalid","local",NA,NA,NA,NA,-72.5,NA,"01207012","01207012"
"69463","01ZOD9",1878,4,25,17,-74.5,-56.5,192,1,0,"0120",5.7,1.8,9.3,203,1002.9,4,0,1878-04-25 17:00:00,1878-04-25 12:00:00,"L","invalid","local",NA,NA,NA,NA,-74.5,NA,"01207012","01207012"
"69493","01ZOJZ",1878,4,26,17,-76.5,-54.5,192,1,0,"0120",7.1,5.7,6.7,293,1015.7,8,0,1878-04-26 17:00:00,1878-04-26 12:00:00,"L","invalid","local",NA,NA,NA,NA,-76.5,NA,"01207012","01207012"
"69525","01ZORB",1878,4,27,17,-76.5,-54.5,192,1,0,"0120",7.6,8.9,15.4,270,1018,8,0,1878-04-27 17:00:00,1878-04-27 12:00:00,"L","invalid","local",NA,NA,NA,NA,-76.5,NA,"01207012","01207012"
"69558","01ZOYB",1878,4,28,17,-78.5,-55.5,192,1,0,"0120",8.4,8,6.7,315,1018.3,7,0,1878-04-28 17:00:00,1878-04-28 12:00:00,"L","invalid","local",NA,NA,NA,NA,-78.5,NA,"01207012","01207012"
"69589","01ZP5L",1878,4,29,17,-81.5,-55.5,192,1,0,"0120",7,7.8,19,360,1004,8,0,1878-04-29 17:00:00,1878-04-29 12:00:00,"L","invalid","local",NA,NA,NA,NA,-81.5,NA,"01207012","01207012"
"69622","01ZPCS",1878,4,30,17,-81.5,-55.5,192,1,0,"0120",7,7.6,6.7,248,996.8,4,0,1878-04-30 17:00:00,1878-04-30 12:00:00,"L","invalid","local",NA,NA,NA,NA,-81.5,NA,"01207012","01207012"
"69654","01ZPJM",1878,5,1,17,-81.5,-54.5,192,1,0,"0120",7.3,5.9,19,225,996.8,4,0,1878-05-01 17:00:00,1878-05-01 12:00:00,"L","invalid","local",NA,NA,NA,NA,-81.5,NA,"01207012","01207012"
"69680","01ZPPW",1878,5,2,17,-81.5,-52.5,192,1,0,"0120",8.5,5.5,15.4,158,998.6,8,0,1878-05-02 17:00:00,1878-05-02 12:00:00,"L","invalid","local",NA,NA,NA,NA,-81.5,NA,"01207012","01207012"
"69706","01ZPWB",1878,5,3,17,-82.5,-49.5,192,1,0,"0120",9,6.7,15.4,135,998.6,8,0,1878-05-03 17:00:00,1878-05-03 12:00:00,"L","invalid","local",NA,NA,NA,NA,-82.5,NA,"01207012","01207012"
"69731","01ZQ2I",1878,5,4,17,-82.5,-46.5,192,1,0,"0120",12,10.2,9.3,90,1000.6,8,0,1878-05-04 17:00:00,1878-05-04 12:00:00,"L","invalid","local",NA,NA,NA,NA,-82.5,NA,"01207012","01207012"
"69755","01ZQ8O",1878,5,5,17,-82.5,-43.5,192,1,0,"0120",12.6,13.2,12.3,270,1017.7,2,0,1878-05-05 17:00:00,1878-05-05 12:00:00,"L","invalid","local",NA,NA,NA,NA,-82.5,NA,"01207012","01207012"
"69779","01ZQEC",1878,5,6,17,-81.5,-40.5,192,2,NA,"0120",14.7,14.4,4.6,270,1020,2,0,1878-05-06 17:00:00,1878-05-06 12:00:00,"L","invalid","local",NA,NA,NA,NA,-81.5,NA,"01207012","01207012"
"69803","01ZQJU",1878,5,7,17,-81.5,-37.5,192,1,0,"0120",15.8,15.8,22.6,248,1009.7,5,0,1878-05-07 17:00:00,1878-05-07 12:00:00,"L","invalid","local",NA,NA,NA,NA,-81.5,NA,"01207012","01207012"
"69827","01ZQOW",1878,5,8,17,-80.5,-36.5,192,1,0,"0120",16.7,14.7,2.6,203,1023.8,8,0,1878-05-08 17:00:00,1878-05-08 12:00:00,"L","invalid","local",NA,NA,NA,NA,-80.5,NA,"01207012","01207012"
"69850","01ZQU0",1878,5,9,17,-80.5,-33.5,192,1,0,"0120",18.3,18.1,6.7,270,1021.7,5,0,1878-05-09 17:00:00,1878-05-09 12:00:00,"L","invalid","local",NA,NA,NA,NA,-80.5,NA,"01207012","01207012"
"69878","01ZQZI",1878,5,10,17,-79.5,-31.5,192,1,0,"0120",18.4,19,2.6,180,1021.7,5,0,1878-05-10 17:00:00,1878-05-10 12:00:00,"L","invalid","local",NA,NA,NA,NA,-79.5,NA,"01207012","01207012"
"69906","01ZR59",1878,5,11,17,-79.5,-30.5,192,2,NA,"0120",18.5,19.7,4.6,203,1018.7,6,0,1878-05-11 17:00:00,1878-05-11 12:00:00,"L","invalid","local",NA,NA,NA,NA,-79.5,NA,"01207012","01207012"
"69934","01ZRBD",1878,5,12,17,-77.5,-28.5,192,1,0,"0120",18.8,18.6,12.3,158,1021.6,6,0,1878-05-12 17:00:00,1878-05-12 12:00:00,"L","invalid","local",NA,NA,NA,NA,-77.5,NA,"01207012","01207012"
"69962","01ZRHC",1878,5,13,17,-75.5,-25.5,192,1,0,"0120",18.4,18,12.3,158,1015.9,1,0,1878-05-13 17:00:00,1878-05-13 12:00:00,"L","invalid","local",NA,NA,NA,NA,-75.5,NA,"01207012","01207012"
"69992","01ZRNA",1878,5,14,17,-73.5,-23.5,192,1,0,"0120",20,20,4.6,158,1015.4,6,0,1878-05-14 17:00:00,1878-05-14 12:00:00,"L","invalid","local",NA,NA,NA,NA,-73.5,NA,"01207012","01207012"
"70023","01ZRT3",1878,5,15,17,-72.5,-21.5,192,1,0,"0120",20.3,19.9,2.6,180,1013,6,0,1878-05-15 17:00:00,1878-05-15 12:00:00,"L","invalid","local",NA,NA,NA,NA,-72.5,NA,"01207012","01207012"
"70054","01ZRZ6",1878,5,16,17,-72.5,-20.5,192,1,0,"0120",21,20.9,0,361,1012.7,6,0,1878-05-16 17:00:00,1878-05-16 12:00:00,"L","invalid","local",NA,NA,NA,NA,-72.5,NA,"01207012","01207012"
"70084","01ZS5D",1878,5,17,17,-71.5,-20.5,192,1,0,"0120",21.5,20,0,361,1014.6,8,0,1878-05-17 17:00:00,1878-05-17 12:00:00,"L","invalid","local",NA,NA,NA,NA,-71.5,NA,"01207012","01207012"
"70113","01ZSBE",1878,5,18,17,-71.5,-19.5,192,1,0,"0120",21,20,1,225,1015.8,8,0,1878-05-18 17:00:00,1878-05-18 12:00:00,"L","invalid","local",NA,NA,NA,NA,-71.5,NA,"01207012","01207012"
"uid","yr","mo","dy","hr","lon","lat","dck","sid","pt","id","sst","at","w","d","slp","n","date.flag","date","local","samp.flag","id.class","date.var","vs","ds","vsi","dsi","lon2","join.id","primary.id","id.tidy"
"73979","020MSX",1878,10,18,17,-73.5,-58.5,192,1,0,"0120",4.7,4,6.7,68,1002.9,8,0,1878-10-18 17:00:00,1878-10-18 12:00:00,"L","invalid","local",NA,NA,NA,NA,-73.5,NA,"01207013","01207013"
"74003","020MYA",1878,10,19,17,-68.5,-59.5,192,10,0,"01207013",0.4,3.6,6.7,45,994.4,8,0,1878-10-19 17:00:00,1878-10-19 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-68.5,"01207013","01207013",NA
"74032","020N4I",1878,10,20,17,-69.5,-58.5,192,10,0,"01207013",4,4.8,4.6,90,990.1,8,0,1878-10-20 17:00:00,1878-10-20 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-69.5,"01207013","01207013",NA
"74061","020NC0",1878,10,21,17,-69.5,-57.5,192,10,0,"01207013",5.3,6.7,2.6,248,996.6,8,0,1878-10-21 17:00:00,1878-10-21 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-69.5,"01207013","01207013",NA
"74088","020NIS",1878,10,22,16,-65.5,-56.5,192,10,0,"01207013",5,6,6.7,158,992.3,8,0,1878-10-22 16:00:00,1878-10-22 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-65.5,"01207013","01207013",NA
"74117","020NPR",1878,10,23,16,-64.5,-55.5,192,10,0,"01207013",5,3,6.7,113,995.1,8,0,1878-10-23 16:00:00,1878-10-23 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-64.5,"01207013","01207013",NA
"74147","020NX7",1878,10,24,16,-62.5,-55.5,192,10,0,"01207013",5.8,4.9,4.6,203,998.3,5,0,1878-10-24 16:00:00,1878-10-24 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-62.5,"01207013","01207013",NA
"74176","020O4B",1878,10,25,16,-57.5,-53.5,192,1,0,"01207013",4.5,3.1,15.4,225,997,8,0,1878-10-25 16:00:00,1878-10-25 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-57.5,"01207013","01207013",NA
"74206","020OBK",1878,10,26,16,-54.5,-51.5,192,1,0,"01207013",4.3,4.7,6.7,203,992,6,0,1878-10-26 16:00:00,1878-10-26 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-54.5,"01207013","01207013",NA
"74237","020OIU",1878,10,27,15,-51.5,-49.5,192,1,0,"01207013",4.5,4.9,6.7,203,991.9,2,0,1878-10-27 15:00:00,1878-10-27 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-51.5,"01207013","01207013",NA
"74268","020OQF",1878,10,28,15,-48.5,-46.5,192,1,0,"01207013",9.7,6.1,12.3,180,1001.9,7,0,1878-10-28 15:00:00,1878-10-28 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-48.5,"01207013","01207013",NA
"74299","020OXY",1878,10,29,15,-45.5,-44.5,192,1,0,"01207013",7.2,6.3,12.3,203,1012.7,6,0,1878-10-29 15:00:00,1878-10-29 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-45.5,"01207013","01207013",NA
"74328","020P59",1878,10,30,15,-43.5,-42.5,192,1,0,"01207013",9,6.6,9.3,180,1018.6,6,0,1878-10-30 15:00:00,1878-10-30 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-43.5,"01207013","01207013",NA
"74356","020PCX",1878,10,31,15,-40.5,-39.5,192,1,0,"01207013",11.3,9.2,6.7,180,1020.7,2,0,1878-10-31 15:00:00,1878-10-31 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-40.5,"01207013","01207013",NA
"74383","020PK9",1878,11,1,15,-38.5,-38.5,192,1,0,"01207013",13,11.2,2.6,45,1022.7,6,0,1878-11-01 15:00:00,1878-11-01 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-38.5,"01207013","01207013",NA
"74408","020PR3",1878,11,2,14,-37.5,-38.5,192,1,0,"01207013",14,14,12.3,23,1021.5,6,0,1878-11-02 14:00:00,1878-11-02 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-37.5,"01207013","01207013",NA
"74434","020PY1",1878,11,3,14,-35.5,-38.5,192,1,0,"01207013",13.4,15.4,12.3,360,1008,8,0,1878-11-03 14:00:00,1878-11-03 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-35.5,"01207013","01207013",NA
"74460","020Q4N",1878,11,4,14,-34.5,-37.5,192,1,0,"01207013",13.4,13.6,4.6,225,1005.3,5,0,1878-11-04 14:00:00,1878-11-04 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-34.5,"01207013","01207013",NA
"74486","020QBC",1878,11,5,14,-32.5,-34.5,192,1,0,"01207013",15.3,12.9,12.3,203,1015.4,6,0,1878-11-05 14:00:00,1878-11-05 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-32.5,"01207013","01207013",NA
"74512","020QHM",1878,11,6,14,-31.5,-32.5,192,1,0,"01207013",17,14.9,6.7,135,1025.1,7,0,1878-11-06 14:00:00,1878-11-06 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-31.5,"01207013","01207013",NA
"74539","020QNH",1878,11,7,14,-31.5,-31.5,192,1,0,"01207013",17.6,18.1,1,23,1021.9,8,0,1878-11-07 14:00:00,1878-11-07 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-31.5,"01207013","01207013",NA
"74566","020QTG",1878,11,8,14,-32.5,-29.5,192,1,0,"01207013",18.5,20.8,9.3,45,1011.1,8,0,1878-11-08 14:00:00,1878-11-08 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-32.5,"01207013","01207013",NA
"74593","020QZS",1878,11,9,14,-32.5,-28.5,192,1,0,"01207013",19.1,19.2,4.6,225,1012.4,6,0,1878-11-09 14:00:00,1878-11-09 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-32.5,"01207013","01207013",NA
"74619","020R6W",1878,11,10,14,-31.5,-27.5,192,1,0,"01207013",20.7,21.3,2.6,180,1019.5,1,0,1878-11-10 14:00:00,1878-11-10 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-31.5,"01207013","01207013",NA
"74647","020RE1",1878,11,11,14,-30.5,-25.5,192,1,0,"01207013",21,23,6.7,135,1021.2,2,0,1878-11-11 14:00:00,1878-11-11 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-30.5,"01207013","01207013",NA
"74674","020RL7",1878,11,12,14,-29.5,-23.5,192,1,0,"01207013",22,22.5,9.3,113,1018.9,6,0,1878-11-12 14:00:00,1878-11-12 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-29.5,"01207013","01207013",NA
"74700","020RS9",1878,11,13,14,-29.5,-21.5,192,1,0,"01207013",23,25.3,4.6,45,1017.3,4,0,1878-11-13 14:00:00,1878-11-13 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-29.5,"01207013","01207013",NA
"74726","020RZJ",1878,11,14,14,-31.5,-20.5,192,1,0,"01207013",23.6,25.3,4.6,68,1018.4,2,0,1878-11-14 14:00:00,1878-11-14 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-31.5,"01207013","01207013",NA
"74753","020S6H",1878,11,15,14,-31.5,-17.5,192,1,0,"01207013",25,26.8,9.3,68,1016.3,2,0,1878-11-15 14:00:00,1878-11-15 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-31.5,"01207013","01207013",NA
"74780","020SCX",1878,11,16,14,-32.5,-15.5,192,1,0,"01207013",25.8,26.9,6.7,68,1015.5,2,0,1878-11-16 14:00:00,1878-11-16 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-32.5,"01207013","01207013",NA
"74810","020SJP",1878,11,17,14,-31.5,-16.5,192,1,0,"01207013",25.7,27,6.7,68,1014.3,3,0,1878-11-17 14:00:00,1878-11-17 12:00:00,"L","sailing_vessel","local",NA,NA,NA,NA,-31.5,"01207013","01207013",NA
